company_name,title,pay_text,hourly_wage_min,hourly_wage_max,employment_type,store_type
株式会社やまもと,菓子製造補助スタッフ,"時給1,400円 / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
株式会社ファーストトロフィー,トロフィーのネットショップ,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
株式会社ELY,障がいをお持ちの方の一人暮らしを応援するお仕事,"時給1,450円～1,900円 / 交通費支給",1450,1900.0,アルバイト・パート,チェーン店
すみやき家「串陣」秋川店,駅から近くて通いやすい、居酒屋でのホールスタッフ,"時給1,226円～1,533円 / 交通費支給",1226,1533.0,アルバイト・パート,不明
魚屋 中野店,和食居酒屋のホールスタッフ,"時給1,300円～1,500円 / 交通費支給",1300,1500.0,アルバイト・パート,個人店（推定）
DESIGNER'S BAR MIKE,デザイナーズBARのカウンターレディ,"時給2,850円～4,150円",2850,4150.0,アルバイト・パート,不明
牛たんの檸檬 浅草店,髪色自由の牛たん定食屋／調理サポートスタッフ,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,個人店（推定）
まいどおおきに小平小川食堂,和風レストランのスタッフ,"時給1,250円～1,650円 / 交通費支給",1250,1650.0,アルバイト・パート,不明
良心的大衆酒場 「鶴亀八番」永福町店,人気大衆居酒屋のホールスタッフ,"時給1,250円～1,500円 / 交通費支給",1250,1500.0,アルバイト・パート,不明
エースコンタクト 上野マルイ店,コンタクトレンズの受付アシスタント事務／上野マルイ店,"時給1,250円～1,700円 / 交通費支給",1250,1700.0,アルバイト・パート,不明
立呑み 魚椿 蒲田東口店-光フードサービス株式会社,まるで別世界!?料理サポート&おもてなしスタッフ,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
社会福祉法人東京都手をつなぐ育成会,「福祉・介護施設のケアサポートスタッフ」男性活躍中／無資格・未経験OK／週2日～OK!／短時間勤務,"時給1,450円 / 交通費支給",1450,1450.0,アルバイト・パート,不明
株式会社なの花東日本 なの花薬局 千歳台店,調剤薬局事務スタッフ,"時給1,230円～ / 交通費支給",1230,1230.0,アルバイト・パート,チェーン店
株式会社なの花東日本 なの花薬局 大島店,調剤薬局事務スタッフ,"時給1,290円～ / 交通費支給",1290,1290.0,アルバイト・パート,チェーン店
スナック 25時,SNS映え カフェスタッフ感覚で働けるレトロ可愛いお店でママのお手伝いレディ,"時給1,600円～",1600,,アルバイト・パート,個人店（推定）
株式会社TAKUMI,そば居酒屋のホールスタッフ／オープニング募集 週3日・1日3h～OK／ネイル・髪自由,"時給1,500円～1,800円 / 交通費支給",1500,1800.0,アルバイト・パート,チェーン店
藤海ビルサービス株式会社,2棟2階建て舞台稽古用スタジオ内での日常清掃スタッフ／1日3h勤務／週3～4日／年齢不問／未経験歓迎,"時給1,450円 / 交通費支給",1450,1450.0,アルバイト・パート,チェーン店
株式会社リンクス,午前中メインの短時間 包丁を使わない宅配弁当の盛付スタッフ／未経験歓迎 平日勤務大歓迎!,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,チェーン店
町田商店 大崎店,ラーメン店のアルバイトスタッフ,"時給1,350円～ / 交通費支給",1350,1350.0,アルバイト・パート,個人店（推定）
藤ビルメンテナンス株式会社,仕分け作業STAFF／はじめての方Welcome!サポート,"時給1,450円～ / 交通費支給",1450,1450.0,アルバイト・パート,チェーン店
立呑み 焼きとん 大黒 新宿西口本店-光フードサ...,まるで別世界!?青春キッチン&サービススタッフ,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,不明
南国カウンターBAR,カウンター内接客キャスト,"時給4,000円～ / 交通費支給",4000,4000.0,アルバイト・パート,個人店（推定）
株式会社ユマニテ,ショールームの清掃スタッフ,"時給1,300円～1,500円 / 交通費支給",1300,1500.0,アルバイト・パート,チェーン店
株式会社スエヒロ,調理補助スタッフ,"時給1,250円～1,400円 / 交通費支給",1250,1400.0,アルバイト・パート,チェーン店
京都 瓢嘻 八重洲店,和食専門店の調理補助スタッフ,"時給1,700円～1,750円",1700,1750.0,アルバイト・パート,個人店（推定）
株式会社Regalo Tokyo,台車で負担少なめのオフィス向け配達スタッフ,"時給1,900円～ / 交通費支給",1900,1900.0,アルバイト・パート,チェーン店
Ron Herman Cafe 千駄ヶ谷店,キッチン・調理スタッフ,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,不明
株式会社エイコー,八王子市にある温浴施設の閉店後清掃／深夜の3hだけ × 週3日~可,"時給1,535円～1,650円",1535,1650.0,アルバイト・パート,チェーン店
株式会社APEXIA,"クラブ・照明,VJ,PAオペレーター／ATOM SHIBUYA・SHINJUKU","時給1,454円～ / 交通費支給",1454,1454.0,アルバイト・パート,チェーン店
六本木ヒルズスパ,"六本木の会員制フィットネスジム／遅番シフトに入れる方大歓迎!／時給1,300円／未経験OK!","時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,個人店（推定）
カジュアルバル 鳥どシ 渋谷本店,未経験可／お洒落なビストロのキッチン補助スタッフ,"時給1,350円～1,688円 / 交通費支給",1350,1688.0,アルバイト・パート,不明
株式会社manmaru,TikTokなどSNS向けの動画編集スタッフ,"時給1,300円～",1300,,アルバイト・パート,チェーン店
株式会社LITALICO,発達支援教室の反響営業コールスタッフ,"時給1,800円～",1800,,アルバイト・パート,チェーン店
GOLG&BAR GRIP,ゴルフバーのキャディースタッフ,"時給1,400円～1,450円 / 交通費支給",1400,1450.0,アルバイト・パート,不明
ポテトマニア 明治神宮野球場内店,球場内での売店スタッフ,"時給1,400円～1,750円 / 交通費支給",1400,1750.0,アルバイト・パート,不明
株式会社メルヘン,手作りサンドイッチ専門店の販売・製造スタッフ,"時給1,300円～1,500円 / 交通費支給",1300,1500.0,アルバイト・パート,チェーン店
株式会社花徳,入力作業がメインの一般事務,"時給1,250円～",1250,,アルバイト・パート,チェーン店
銀座スエヒロカフェテリアサービス株式会社,洗浄スタッフ,"時給1,226円 / 交通費支給",1226,1226.0,アルバイト・パート,チェーン店
一蔵西武新宿ペペ店,成人式の前撮り撮影のフォトセレクトスタッフ,"時給1,300円～1,500円 / 交通費支給",1300,1500.0,アルバイト・パート,個人店（推定）
株式会社レンタルライフ,レンタカーの回送業務や事務・清掃作業／平日のみ・土日のみの相談OK!残業なし&社員並み充実待遇,"時給1,400円～",1400,,アルバイト・パート,チェーン店
公共ビル管理株式会社,クリニックの清掃スタッフ／未経験・60歳以上の方歓迎,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
株式会社プラチナスタイル,ブライダルギフト事務スタッフ,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
スープストックトーキョー二子玉川店,スープ製造、接客staff,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,不明
株式会社ハンドメディスン,専任宅建士募集! 時給1300円+資格手当2万円／月,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
ヤマト運輸株式会社 羽田コントラクトロジセンター,物流センターの作業スタッフ,"時給1,400円 / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
キャメル珈琲,運搬,"時給1,290円～",1290,,アルバイト・パート,個人店（推定）
酒場五五 蒲田東口店,ホールスタッフ／オープニング,"時給1,350円～ / 交通費支給",1350,1350.0,アルバイト・パート,個人店（推定）
株式会社起立工商会社,茶葉ブランド EN TEA 伊勢丹新宿店の販売スタッフ,"時給1,350円～1,600円 / 交通費支給",1350,1600.0,アルバイト・パート,チェーン店
デリリウムカフェ 上野,カフェレストランのホール スタッフ／アトレ上野,"時給1,300円～1,350円 / 交通費支給",1300,1350.0,アルバイト・パート,不明
ブッチャー・リパブリック 恵比寿 シカゴピザ &...,カフェレストランのホール スタッフ／恵比寿駅すぐ,"時給1,280円～ / 交通費支給",1280,1280.0,アルバイト・パート,不明
株式会社musch,東京でシーシャカフェのアルバイト,"時給1,230円～ / 交通費支給",1230,1230.0,アルバイト・パート,チェーン店
LUAANA株式会社,新オープン マシンピラティスインストラクター,"時給1,250円～2,500円 / 交通費支給",1250,2500.0,アルバイト・パート,チェーン店
一般社団法人社会福祉サービス,障害者グループホームの世話人,"時給1,226円～1,532円",1226,1532.0,アルバイト・パート,不明
株式会社Diletto,中古ブランド品の発送スタッフ,"時給1,350円～ / 交通費支給",1350,1350.0,アルバイト・パート,チェーン店
株式会社アズノゥアズ snobbish babi...,アズノゥアズアパレル販売スタッフ,"時給1,250円 / 交通費支給",1250,1250.0,アルバイト・パート,チェーン店
株式会社エフ・クライミング,スーパーの軽作業スタッフ,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,チェーン店
株式会社Instill,接客・販売スタッフ／フレグランスショップ,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
株式会社柴橋商会,東京西徳洲会病院でのリネン管理業務,"時給1,370円～ / 交通費支給",1370,1370.0,アルバイト・パート,チェーン店
株式会社ライツコンサイドレート,倉庫内の軽作業スタッフ／未経験OK!Wワークの方も大歓迎!週3、4日～OK!高収入可,"時給1,350円～1,700円 / 交通費支給",1350,1700.0,アルバイト・パート,チェーン店
株式会社やまもと,菓子製造補助スタッフ,"時給1,400円 / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
株式会社Instill,接客・販売スタッフ／フレグランスショップ,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
有限会社ティーシーエフ,サプリメント製造工場での作業スタッフ／土日祝休み!残業なし!賞与あり・未経験OK!主婦活躍中,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
株式会社ワイ・エス・ケー,手包みワンタン麵専門店の ホール・キッチンスタッフ／週1日～、1日3時間～OK,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
アイシティ ルミネ北千住店／HOYA株式会社 ア...,コンタクトのアイシティの受付／販売 アイシティ ルミネ北千住店,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
ジュアンジャパン,お洒落な丼とお茶の専門店の調理スタッフ,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,個人店（推定）
株式会社Made in 大地,パートとんかつ屋の店舗スタッフ／常連さんに愛されるお店!未経験歓迎 まかないが大人気!001,"時給1,250円～1,350円 / 交通費支給",1250,1350.0,アルバイト・パート,チェーン店
株式会社日本アメニティライフ協会,オープニング 准看護師 介護付有料老人ホーム,"時給1,810円～1,860円 / 交通費支給",1810,1860.0,アルバイト・パート,チェーン店
株式会社NIGITA 八王子第二配送センター,未経験OKな10kg〜20kgの商品の仕分け・整理のお仕事,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
株式会社NIGITA 笹戸配送センター,10kg〜20kgの酒のピッキング／もくもく働きたい方におすすめの倉庫作業,"時給1,250円～ / 交通費支給",1250,1250.0,アルバイト・パート,チェーン店
株式会社CIA-Systems,海外観光客が9割の焼肉レストランのホールスタッフ,"時給2,000円～3,000円 / 交通費支給",2000,3000.0,アルバイト・パート,チェーン店
葛西洗車センター,タクシーの清掃スタッフ,"時給1,230円～",1230,,アルバイト・パート,個人店（推定）
Diana,「9席の木製カウンター」私服勤務できる 隠れ家BARのカウンター接客,"時給3,000円～",3000,,アルバイト・パート,個人店（推定）
mission,会員制ボーイズバーのオープニングスタッフ,"時給2,000円～3,000円",2000,3000.0,アルバイト・パート,個人店（推定）
南池袋法律事務所,法律事務所での事務のお仕事,"時給1,500円～ / 交通費支給",1500,1500.0,アルバイト・パート,個人店（推定）
銀のさら・釜寅・すし上等 調布店,フードデリバリースタッフ,"時給1,290円～ / 交通費支給",1290,1290.0,アルバイト・パート,不明
株式会社いちのや,海苔弁専門店,"時給1,300円～ / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
球兵衛 東京ドーム内店,球場内での売店スタッフ,"時給1,400円～1,750円 / 交通費支給",1400,1750.0,アルバイト・パート,不明
株式会社東京ドームスポーツ,スパラクーア内岩盤浴スタッフ／週2日～OK 大人気天然温泉スパ施設でお仕事 嬉しい特典有,"時給1,226円～ / 交通費支給",1226,1226.0,アルバイト・パート,チェーン店
株式会社野村商店,お肉のピッキングスタッフ／男性活躍!冷蔵庫内で夏の暑さも関係ナシ 面接翌日から勤務可,"時給1,400円～ / 交通費支給",1400,1400.0,アルバイト・パート,チェーン店
合同会社ジェニトリコ,"有名人も通う名店／新福菜館の調理・ホールスタッフ!1,300～1,500円+利益還元金あり!","時給1,300円～1,500円 / 交通費支給",1300,1500.0,アルバイト・パート,チェーン店
シダックス大新東ヒューマンサービス株式会社,放課後子ども教室の保育補助／11:30～18:00／無資格・未経験OK／週2・6.5h～・土日祝休,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,チェーン店
株式会社ユマニテ,オフィスビルの清掃スタッフ,"時給1,300円～1,500円 / 交通費支給",1300,1500.0,アルバイト・パート,チェーン店
株式会社KOYO,食品物流倉庫でのピッキング・入荷作業,"時給1,300円～",1300,,アルバイト・パート,チェーン店
学校法人幌北学園 下北沢そらいろ保育園,保育園での調理員業務／資格なしOK／ワークライフバランス充実,"時給1,300円～",1300,,アルバイト・パート,不明
株式会社ノナラパール,おしゃれな下高井戸の台湾カフェ・髪色自由,"時給1,226円～1,550円 / 交通費支給",1226,1550.0,アルバイト・パート,チェーン店
あなぶきハウジングサービス,マンション管理員／清掃員兼務／品川区南大井1,"時給1,400円 / 交通費支給",1400,1400.0,アルバイト・パート,不明
株式会社FG,週1日～働ける冷蔵・冷凍倉庫内の仕分け・ピッキング／週1～／午後／学生歓迎／主婦・主夫歓迎,"時給1,270円～1,463円",1270,1463.0,アルバイト・パート,チェーン店
医療法人社団泰信会 秋田医院,准・正看護師,"時給2,000円～2,500円 / 交通費支給",2000,2500.0,アルバイト・パート,不明
ホームライフ管理オーキッドコート事業所,分譲マンション管理員,"時給1,300円 / 交通費支給",1300,1300.0,アルバイト・パート,不明
介護老人保健施設 あかしあの里,施設内での入浴介助スタッフ,"時給1,230円～",1230,,アルバイト・パート,不明
株式会社エージェント,教育現場のICTサポート,"時給1,600円～ / 交通費支給",1600,1600.0,アルバイト・パート,チェーン店
株式会社グレートパックエクスプレス,内勤事務,"時給1,250円～1,300円",1250,1300.0,アルバイト・パート,チェーン店
株式会社Gold family USA,芸能人御用達TRAXTOKYOが運営するバー スナックホールスタッフ 女性のみ,"時給2,300円～",2300,,アルバイト・パート,チェーン店
ミストラルHD株式会社,キッチン内での調理補助・調理,"時給1,226円～1,250円 / 交通費支給",1226,1250.0,アルバイト・パート,チェーン店
シーパラダイストウキョウ渋谷,カウンタースタッフ,"時給1,500円～ / 交通費支給",1500,1500.0,アルバイト・パート,不明
しるし株式会社,EC運営サポート業務,"時給1,500円 / 交通費支給",1500,1500.0,アルバイト・パート,チェーン店
株式会社Wiria,動画編集・SNSクリエイター,"時給1,700円～2,500円 / 交通費支給",1700,2500.0,アルバイト・パート,チェーン店
株式会社on call,「在宅医療サポート」看護師コールオペレーター,"時給1,900円～2,500円",1900,2500.0,アルバイト・パート,チェーン店
